,pic_data,answers
1143,"[255, 255, 255, 158, 32, 113, 158, 255, 255, 255, 255, 255, 255, 158, 113, 17, 17, 17, 17, 62, 255, 255, 47, 255, 158, 17, 17, 62, 62, 62, 17, 17, 113, 255, 255, 255, 113, 17, 68, 204, 255, 255, 68, 17, 113, 255, 255, 255, 17, 17, 62, 255, 255, 255, 17, 17, 62, 255, 255, 255, 68, 17, 68, 255, 170, 255, 113, 17, 158, 0, 255, 89, 113, 17, 17, 68, 107, 68, 17, 17, 62, 113, 204, 255, 255, 113, 68, 17, 17, 17, 17, 17, 17, 17, 68, 204, 255, 164, 204, 113, 17, 68, 158, 209, 113, 17, 17, 68, 255, 255, 255, 17, 17, 204, 255, 255, 255, 62, 17, 17, 158, 255, 113, 17, 17, 209, 255, 255, 255, 158, 17, 17, 209, 255, 158, 17, 17, 158, 255, 255, 255, 113, 17, 17, 204, 255, 204, 62, 17, 17, 113, 255, 158, 62, 17, 68, 255, 255, 255, 113, 17, 17, 17, 62, 17, 17, 68, 204, 255, 255, 255, 255, 17, 62, 17, 17, 17, 113, 204, 255, 255, 255, 255, 255, 255, 209, 209, 204, 255, 255, 255, 255, 66, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 167, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 180, 255, 255, 255, 255, 255, 255, 161, 255, 255, 255, 255, 255]",8
1144,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 179, 255, 255, 255, 255, 255, 255, 255, 255, 255, 65, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 102, 255, 255, 255, 255, 255, 255, 255, 255, 47, 113, 17, 62, 17, 113, 204, 255, 255, 255, 255, 68, 17, 17, 17, 17, 17, 17, 113, 255, 255, 134, 107, 17, 17, 62, 113, 158, 17, 17, 17, 209, 255, 255, 68, 17, 68, 255, 255, 255, 158, 17, 17, 113, 56, 255, 107, 158, 158, 255, 255, 158, 17, 17, 17, 68, 255, 156, 255, 255, 255, 158, 113, 17, 68, 17, 17, 17, 255, 255, 255, 255, 62, 17, 17, 113, 204, 113, 17, 17, 255, 255, 255, 62, 17, 62, 209, 255, 182, 158, 17, 17, 255, 255, 204, 17, 17, 68, 255, 255, 255, 113, 17, 17, 255, 189, 255, 62, 17, 17, 209, 209, 158, 17, 68, 17, 255, 255, 255, 113, 17, 17, 17, 62, 17, 68, 204, 113, 255, 255, 255, 209, 113, 17, 17, 62, 113, 255, 255, 255, 255, 255, 255, 255, 255, 126, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 180, 255, 255, 255, 144, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 119, 156, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 98, 255, 255, 255, 255, 255, 255, 104, 255, 255]",10
1145,"[255, 53, 255, 255, 255, 255, 255, 255, 255, 164, 255, 255, 255, 126, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 255, 255, 255, 177, 255, 255, 255, 255, 255, 255, 255, 113, 255, 255, 255, 209, 62, 68, 62, 158, 255, 255, 255, 62, 255, 255, 209, 17, 17, 17, 17, 17, 68, 255, 164, 17, 255, 204, 17, 17, 17, 62, 62, 17, 17, 113, 62, 17, 255, 17, 17, 17, 68, 255, 255, 255, 113, 17, 17, 17, 204, 17, 17, 62, 209, 255, 255, 255, 158, 17, 17, 17, 158, 17, 17, 113, 255, 255, 255, 255, 209, 17, 17, 62, 17, 17, 17, 158, 255, 255, 255, 255, 113, 17, 17, 113, 68, 17, 17, 11, 255, 255, 255, 156, 113, 17, 17, 158, 17, 17, 17, 113, 255, 255, 255, 62, 17, 17, 17, 255, 17, 17, 17, 17, 113, 113, 113, 17, 17, 17, 158, 255, 113, 158, 17, 17, 17, 17, 17, 17, 17, 62, 204, 255, 255, 255, 209, 158, 158, 158, 92, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 158, 68, 17, 164, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 255, 255, 255, 255, 111, 255, 255, 255, 255, 255, 255, 255, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 23, 255, 255, 255, 255, 255]",13
1146,"[255, 255, 255, 209, 62, 47, 113, 255, 255, 255, 255, 255, 255, 255, 243, 204, 17, 17, 113, 255, 255, 255, 255, 255, 62, 158, 255, 255, 17, 17, 17, 255, 78, 188, 255, 255, 17, 17, 113, 255, 113, 17, 17, 158, 255, 255, 255, 255, 17, 17, 131, 255, 158, 17, 17, 113, 255, 222, 255, 255, 17, 62, 255, 255, 255, 17, 17, 62, 255, 255, 255, 255, 17, 158, 255, 255, 255, 62, 17, 62, 204, 255, 255, 255, 68, 255, 255, 255, 101, 113, 17, 17, 164, 255, 255, 255, 113, 255, 255, 255, 255, 164, 17, 17, 62, 255, 255, 255, 255, 195, 255, 255, 255, 209, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 209, 107, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 51, 255, 255, 255, 255, 68, 17, 62, 158, 255, 255, 255, 255, 255, 255, 255, 255, 158, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 83, 255, 156, 255, 255, 255, 255, 255, 255, 255, 255, 59, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 192, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",21
1147,"[255, 186, 255, 255, 107, 158, 158, 255, 255, 255, 41, 255, 255, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 117, 255, 98, 17, 17, 17, 255, 255, 255, 255, 255, 212, 255, 255, 204, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 62, 255, 255, 204, 209, 255, 255, 255, 255, 62, 17, 62, 255, 255, 113, 62, 17, 62, 255, 255, 255, 62, 17, 62, 255, 113, 17, 17, 17, 113, 255, 255, 204, 17, 17, 62, 62, 17, 17, 68, 158, 255, 255, 255, 158, 17, 17, 17, 17, 17, 68, 209, 255, 255, 255, 255, 62, 17, 17, 17, 17, 17, 17, 255, 255, 255, 255, 255, 68, 17, 17, 62, 164, 17, 17, 158, 255, 255, 255, 255, 17, 17, 17, 255, 255, 62, 17, 17, 153, 255, 255, 204, 17, 17, 68, 255, 255, 113, 17, 17, 255, 255, 255, 158, 17, 17, 113, 255, 255, 209, 17, 17, 113, 255, 255, 209, 158, 62, 209, 255, 255, 255, 68, 17, 68, 51, 255, 255, 255, 255, 255, 173, 255, 255, 113, 68, 17, 209, 135, 255, 255, 255, 255, 255, 255, 255, 141, 255, 255, 255, 167, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 128, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 173, 255, 255, 255, 255, 255, 255, 255]",20
1148,"[255, 255, 62, 62, 62, 209, 255, 255, 255, 255, 255, 255, 255, 255, 47, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 255, 255, 255, 255, 114, 255, 188, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 255, 113, 68, 62, 158, 255, 255, 255, 255, 68, 17, 68, 62, 17, 17, 17, 17, 68, 209, 255, 255, 17, 17, 17, 62, 113, 158, 17, 17, 17, 113, 255, 255, 68, 17, 68, 209, 255, 255, 209, 17, 17, 62, 110, 209, 17, 17, 62, 188, 137, 255, 204, 17, 17, 68, 255, 204, 17, 17, 68, 255, 255, 255, 209, 17, 17, 62, 255, 209, 17, 17, 62, 255, 255, 255, 204, 17, 17, 68, 255, 209, 17, 17, 158, 255, 255, 255, 209, 17, 17, 113, 255, 209, 17, 17, 113, 255, 255, 255, 204, 17, 17, 158, 255, 113, 17, 17, 158, 255, 62, 255, 209, 17, 17, 158, 255, 158, 17, 17, 113, 213, 153, 255, 113, 17, 17, 158, 255, 188, 255, 204, 255, 255, 255, 255, 209, 158, 158, 204, 255, 255, 255, 255, 255, 255, 35, 255, 255, 66, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 107, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 123, 255, 255, 152, 255, 255, 255]",17
1149,"[255, 255, 255, 255, 158, 113, 62, 17, 209, 255, 255, 255, 255, 255, 209, 62, 17, 17, 17, 17, 17, 209, 255, 255, 255, 204, 17, 17, 17, 62, 17, 17, 17, 113, 255, 255, 255, 62, 17, 62, 209, 255, 255, 62, 17, 62, 255, 255, 255, 62, 17, 68, 255, 255, 255, 158, 17, 62, 255, 255, 255, 62, 17, 62, 209, 255, 255, 68, 17, 62, 255, 255, 255, 158, 17, 17, 17, 113, 62, 17, 17, 113, 158, 255, 255, 255, 77, 62, 17, 17, 17, 17, 17, 17, 17, 113, 255, 255, 255, 255, 17, 17, 62, 158, 158, 68, 17, 17, 255, 255, 255, 113, 17, 17, 255, 255, 255, 204, 17, 17, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 17, 17, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 68, 17, 255, 255, 255, 113, 17, 17, 107, 255, 255, 158, 17, 17, 255, 41, 255, 204, 17, 17, 17, 62, 17, 17, 17, 62, 255, 255, 255, 255, 17, 62, 17, 17, 17, 17, 62, 137, 255, 255, 153, 255, 255, 209, 158, 113, 164, 204, 255, 134, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 92, 255, 255, 255, 255, 255, 255, 255, 255, 255, 102, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",8
1150,"[255, 255, 255, 255, 255, 255, 255, 158, 62, 68, 107, 158, 255, 255, 255, 255, 255, 255, 209, 17, 17, 17, 17, 62, 255, 255, 255, 255, 255, 255, 62, 17, 17, 113, 113, 113, 255, 255, 255, 255, 83, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 84, 17, 68, 17, 17, 17, 209, 17, 255, 86, 255, 255, 255, 68, 17, 17, 17, 17, 17, 68, 255, 255, 178, 255, 126, 113, 113, 17, 17, 17, 62, 11, 255, 255, 255, 255, 255, 255, 204, 17, 17, 158, 255, 255, 255, 158, 255, 255, 255, 255, 158, 17, 17, 17, 255, 255, 134, 68, 255, 174, 255, 255, 113, 17, 17, 164, 255, 255, 255, 17, 255, 255, 255, 255, 113, 17, 17, 204, 255, 255, 255, 68, 255, 255, 255, 255, 62, 17, 17, 68, 255, 255, 255, 62, 255, 255, 255, 66, 62, 17, 62, 255, 255, 255, 255, 255, 114, 255, 255, 255, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 209, 158, 68, 255, 255, 255, 255, 255, 255, 255, 158, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 122, 255, 107, 255, 255, 255, 255, 255, 188, 255, 255, 111, 255, 255, 255, 255, 197, 114, 255, 255, 255, 255, 68, 255, 255, 255, 255, 255, 174, 255, 255, 98, 255, 255, 255, 255, 255, 255, 255, 132, 255]",15
1151,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 135, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 147, 255, 255, 255, 209, 204, 65, 255, 255, 255, 255, 255, 255, 255, 158, 68, 17, 17, 62, 158, 75, 255, 255, 255, 255, 158, 17, 17, 17, 17, 17, 17, 158, 62, 113, 255, 255, 68, 17, 17, 113, 209, 204, 113, 62, 17, 17, 255, 158, 17, 17, 17, 255, 255, 255, 209, 68, 17, 17, 255, 62, 17, 17, 209, 255, 255, 255, 62, 17, 17, 62, 21, 62, 17, 62, 255, 255, 255, 255, 95, 62, 17, 62, 255, 62, 17, 17, 255, 255, 255, 255, 209, 17, 17, 113, 255, 68, 17, 62, 209, 255, 255, 255, 62, 17, 17, 209, 255, 113, 17, 17, 68, 204, 209, 113, 17, 17, 68, 255, 255, 255, 62, 17, 17, 17, 17, 17, 17, 17, 62, 255, 255, 255, 255, 113, 113, 62, 113, 62, 17, 17, 164, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 204, 255, 255, 255, 255, 255, 255, 72, 255, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 204, 255, 255, 143, 255, 255, 255, 255, 255, 113, 113, 17, 255, 255, 255]",26
1152,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 255, 201, 255, 72, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 209, 255, 255, 72, 255, 255, 255, 255, 255, 255, 204, 17, 17, 68, 128, 255, 141, 159, 255, 255, 255, 255, 158, 17, 17, 62, 68, 17, 68, 62, 255, 255, 5, 255, 17, 17, 17, 17, 17, 62, 17, 17, 17, 47, 255, 158, 17, 17, 68, 204, 255, 255, 113, 17, 17, 113, 255, 113, 17, 17, 113, 255, 255, 255, 255, 62, 17, 62, 255, 17, 17, 62, 255, 255, 255, 255, 255, 17, 17, 62, 113, 17, 17, 68, 255, 255, 255, 255, 204, 62, 17, 62, 68, 17, 17, 62, 131, 255, 255, 255, 164, 17, 17, 62, 17, 17, 17, 62, 209, 216, 255, 255, 17, 17, 17, 158, 17, 17, 113, 17, 68, 158, 209, 62, 17, 17, 113, 132, 17, 17, 204, 113, 17, 17, 17, 17, 17, 62, 204, 255, 17, 113, 255, 255, 113, 62, 17, 17, 113, 209, 255, 150, 17, 62, 255, 255, 168, 255, 204, 209, 255, 255, 255, 255, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 255, 255, 255, 255, 201, 255, 45, 255, 255, 255, 255, 255, 255, 135, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 101, 255]",25
1153,"[255, 255, 255, 255, 255, 32, 113, 113, 17, 209, 255, 255, 255, 204, 113, 62, 68, 17, 17, 17, 17, 113, 255, 255, 255, 209, 17, 17, 17, 17, 17, 17, 17, 113, 255, 255, 255, 209, 17, 17, 113, 113, 209, 209, 255, 255, 255, 255, 255, 209, 17, 17, 56, 255, 255, 255, 255, 255, 255, 255, 255, 65, 17, 17, 158, 209, 158, 158, 164, 255, 255, 243, 255, 209, 17, 17, 17, 62, 17, 17, 17, 62, 204, 255, 255, 209, 17, 17, 17, 17, 68, 62, 17, 17, 68, 209, 255, 209, 17, 17, 17, 209, 255, 255, 17, 17, 17, 113, 255, 209, 113, 113, 255, 255, 255, 255, 209, 17, 17, 62, 255, 255, 255, 255, 156, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 177, 62, 17, 62, 75, 255, 204, 113, 62, 255, 56, 255, 204, 32, 17, 68, 255, 255, 113, 17, 17, 62, 209, 204, 68, 17, 17, 158, 255, 255, 209, 62, 17, 17, 17, 17, 17, 17, 107, 255, 255, 255, 255, 209, 62, 62, 17, 62, 62, 158, 255, 255, 255, 255, 255, 255, 255, 255, 107, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 135, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 131, 255, 255, 255, 255, 147, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",5
1154,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 119, 255, 255, 120, 255, 255, 255, 255, 255, 255, 209, 113, 164, 209, 255, 255, 255, 170, 255, 255, 113, 62, 17, 17, 17, 68, 204, 255, 255, 255, 102, 62, 17, 17, 68, 62, 17, 17, 113, 255, 255, 255, 62, 17, 17, 158, 204, 255, 17, 17, 17, 209, 255, 255, 68, 17, 113, 255, 255, 255, 113, 17, 17, 113, 255, 255, 62, 113, 158, 255, 158, 68, 17, 17, 17, 62, 255, 255, 255, 255, 255, 113, 17, 17, 113, 62, 17, 17, 77, 149, 255, 255, 62, 17, 17, 209, 255, 209, 17, 17, 255, 255, 255, 158, 17, 17, 209, 255, 174, 209, 17, 17, 255, 255, 255, 68, 17, 17, 158, 138, 255, 113, 17, 17, 255, 141, 194, 113, 17, 17, 68, 113, 68, 17, 158, 113, 255, 255, 255, 255, 17, 17, 17, 17, 17, 68, 255, 255, 255, 255, 255, 255, 255, 113, 68, 62, 164, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 177, 255, 255]",10
1155,"[255, 132, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 110, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 171, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 80, 255, 255, 255, 189, 255, 255, 255, 255, 255, 255, 62, 62, 209, 255, 143, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 102, 255, 255, 255, 255, 255, 128, 62, 17, 68, 255, 255, 255, 255, 204, 209, 255, 255, 255, 62, 17, 17, 255, 255, 255, 255, 113, 17, 255, 255, 255, 62, 17, 68, 11, 255, 255, 68, 17, 17, 164, 255, 255, 62, 17, 62, 255, 255, 113, 17, 17, 62, 62, 255, 255, 62, 17, 62, 255, 113, 17, 17, 17, 209, 17, 158, 255, 62, 17, 62, 209, 17, 17, 62, 209, 255, 17, 62, 204, 17, 17, 68, 17, 17, 17, 209, 255, 111, 158, 209, 255, 62, 17, 17, 17, 17, 164, 183, 255, 255, 255, 255, 255, 68, 17, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 255, 255, 255, 255, 255, 144, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 185, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",31
1156,"[255, 255, 255, 255, 255, 255, 255, 255, 135, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 47, 113, 62, 113, 204, 255, 255, 255, 255, 255, 158, 62, 17, 17, 17, 17, 68, 204, 255, 255, 255, 158, 17, 17, 17, 62, 62, 17, 17, 113, 255, 255, 209, 17, 17, 62, 255, 255, 110, 17, 17, 17, 255, 255, 158, 17, 17, 209, 255, 255, 158, 17, 17, 17, 113, 255, 158, 62, 158, 255, 255, 107, 17, 17, 17, 17, 62, 255, 255, 255, 255, 255, 62, 17, 62, 209, 62, 17, 17, 255, 255, 255, 209, 17, 17, 17, 255, 255, 158, 17, 17, 255, 255, 255, 62, 17, 62, 56, 255, 255, 158, 17, 17, 168, 255, 255, 68, 17, 62, 204, 255, 209, 68, 17, 62, 255, 255, 188, 68, 17, 17, 68, 62, 17, 17, 209, 158, 255, 255, 255, 209, 17, 17, 17, 17, 17, 113, 255, 255, 255, 255, 255, 62, 255, 113, 113, 113, 209, 137, 255, 255, 255, 255, 255, 255, 255, 77, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 110, 255, 255, 255, 255, 255, 177, 255, 255, 255, 255, 255, 89, 255, 255, 255, 72, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 180, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",10
1157,"[255, 255, 255, 255, 255, 255, 128, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 204, 102, 204, 68, 17, 158, 255, 255, 255, 158, 68, 17, 17, 62, 158, 17, 17, 62, 255, 255, 17, 17, 17, 17, 17, 62, 17, 17, 17, 62, 255, 255, 113, 17, 17, 158, 255, 174, 164, 17, 17, 62, 255, 209, 17, 17, 62, 255, 255, 255, 255, 113, 17, 17, 158, 204, 17, 17, 68, 255, 174, 255, 255, 158, 17, 17, 62, 209, 17, 17, 62, 255, 255, 255, 255, 101, 17, 17, 17, 17, 68, 17, 68, 243, 255, 35, 255, 209, 17, 17, 17, 113, 62, 17, 17, 158, 255, 255, 62, 62, 17, 17, 255, 255, 209, 17, 17, 62, 209, 209, 158, 17, 68, 17, 255, 255, 255, 113, 17, 17, 17, 17, 17, 62, 107, 17, 255, 111, 255, 255, 113, 62, 17, 17, 113, 209, 209, 17, 255, 255, 255, 168, 255, 255, 204, 209, 255, 255, 71, 62, 255, 255, 255, 51, 255, 126, 255, 255, 255, 255, 255, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 255, 255, 255, 255, 255, 255, 255, 255, 255, 93, 255, 255]",26
1158,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 30, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 113, 68, 62, 113, 204, 255, 255, 255, 255, 158, 68, 17, 17, 17, 17, 17, 68, 255, 255, 255, 204, 62, 17, 17, 62, 68, 17, 17, 17, 158, 255, 255, 32, 17, 17, 158, 255, 255, 209, 17, 17, 62, 204, 255, 107, 68, 113, 255, 255, 255, 107, 17, 17, 62, 158, 255, 255, 255, 255, 209, 113, 62, 17, 17, 17, 17, 62, 255, 255, 255, 107, 62, 17, 62, 113, 113, 17, 17, 68, 255, 255, 113, 17, 17, 158, 255, 255, 158, 17, 17, 17, 255, 255, 62, 17, 68, 255, 255, 255, 158, 17, 17, 17, 204, 255, 62, 17, 17, 209, 255, 209, 62, 17, 17, 17, 158, 255, 113, 17, 17, 17, 62, 17, 62, 158, 62, 17, 113, 255, 209, 113, 17, 17, 17, 113, 209, 255, 255, 17, 68, 255, 255, 255, 209, 158, 209, 255, 255, 255, 255, 17, 17, 255, 255, 140, 255, 255, 255, 255, 255, 255, 150, 17, 62, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 255, 255, 77, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 212, 255, 255, 255, 255, 255, 255]",10
1159,"[255, 255, 255, 255, 62, 17, 17, 17, 204, 255, 255, 255, 255, 255, 255, 113, 17, 17, 113, 17, 255, 255, 255, 255, 255, 255, 255, 68, 17, 17, 204, 255, 255, 95, 98, 255, 255, 95, 255, 113, 17, 17, 158, 204, 158, 255, 255, 255, 255, 255, 255, 209, 17, 17, 17, 17, 17, 209, 255, 255, 255, 255, 209, 62, 17, 17, 17, 62, 68, 158, 255, 255, 255, 255, 204, 17, 17, 17, 17, 113, 255, 69, 0, 255, 255, 255, 255, 113, 209, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 158, 29, 255, 255, 255, 255, 17, 17, 17, 255, 255, 255, 113, 255, 255, 255, 255, 255, 113, 17, 17, 158, 255, 255, 17, 255, 255, 255, 255, 255, 158, 17, 17, 68, 255, 255, 17, 158, 255, 255, 255, 255, 255, 17, 17, 17, 255, 255, 62, 158, 255, 255, 255, 255, 255, 113, 17, 113, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 77, 255, 255, 255, 255, 255, 255, 195, 255, 255, 255, 255, 255, 255, 162, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 119, 255, 255, 255, 255, 255, 255, 197, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",15
1160,"[255, 255, 87, 167, 255, 66, 255, 158, 113, 209, 255, 164, 255, 255, 255, 255, 255, 255, 164, 17, 17, 113, 195, 255, 255, 255, 255, 255, 255, 158, 17, 17, 17, 158, 255, 255, 255, 255, 255, 158, 113, 17, 17, 17, 17, 209, 255, 255, 255, 255, 113, 17, 17, 62, 11, 17, 17, 209, 255, 255, 255, 255, 158, 62, 113, 204, 113, 17, 17, 204, 255, 255, 255, 255, 204, 255, 255, 255, 62, 17, 17, 255, 255, 255, 83, 255, 255, 255, 255, 255, 68, 17, 68, 255, 113, 62, 255, 255, 255, 255, 255, 255, 17, 17, 17, 255, 158, 17, 255, 255, 255, 255, 255, 255, 68, 17, 68, 255, 255, 113, 255, 255, 255, 255, 255, 209, 17, 17, 62, 255, 255, 255, 255, 105, 255, 255, 255, 209, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 209, 17, 17, 113, 255, 255, 113, 255, 255, 255, 255, 255, 11, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 47, 255, 255, 255, 255, 255, 255, 255, 255, 204, 158, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 72, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 93, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 143, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 204, 255, 255]",7
